           1     1.23045     1.23045           0
           2     1.22212     1.22628  0.00294658
           3     1.23049     1.22769  0.00227389
           4     1.23142     1.22862  0.00188685
           5     1.23786     1.23047  0.00223804
           6      1.2258     1.22969  0.00199585
           7     1.22994     1.22972  0.00171104
           8     1.23462     1.23034  0.00160282
           9     1.22869     1.23015  0.00143515
          10     1.23445     1.23058  0.00135451
          11     1.23017     1.23054  0.00123188
          12     1.22834     1.23036  0.00114279
          13     1.22839     1.23021  0.00106491
          14      1.2367     1.23067  0.00108496
          15     1.22986     1.23062  0.00101397
          16     1.23153     1.23068 0.000952193
          17     1.23039     1.23066 0.000896329
          18     1.22474     1.23033 0.000904929
          19     1.23011     1.23032 0.000857377
          20     1.22814     1.23021 0.000821372
