           1    -6.63312    -6.63312           0
           2    -6.62411    -6.62862  0.00318579
           3     -6.6328    -6.63001   0.0024095
           4    -6.63397      -6.631  0.00199994
           5    -6.64034    -6.63287  0.00231364
           6    -6.62893    -6.63221  0.00201888
           7    -6.63301    -6.63233  0.00173367
           8    -6.63648    -6.63285  0.00159268
           9    -6.63121    -6.63266  0.00142607
          10    -6.63669    -6.63307  0.00133911
          11    -6.63184    -6.63295  0.00122204
          12    -6.63073    -6.63277  0.00113415
          13    -6.63154    -6.63267  0.00105083
          14     -6.6387    -6.63311  0.00106038
          15    -6.63203    -6.63303 0.000992119
          16    -6.63365    -6.63307  0.00093085
          17    -6.63301    -6.63307 0.000876101
          18    -6.62789    -6.63278 0.000873344
          19    -6.63306     -6.6328 0.000827501
          20    -6.63119    -6.63271 0.000790028
