           1   -0.416007   -0.416007           0
           2   -0.414651   -0.415329 0.000479464
           3   -0.414674   -0.415111 0.000365998
           4   -0.420327   -0.416415  0.00116226
           5   -0.416553   -0.416443 0.000930131
           6   -0.414771   -0.416164 0.000815756
           7    -0.41127   -0.415465  0.00095282
           8   -0.413523   -0.415222 0.000864098
           9   -0.412796   -0.414953  0.00080903
          10    -0.41291   -0.414748 0.000753474
          11   -0.418022   -0.415046 0.000741425
          12   -0.415064   -0.415048 0.000679641
          13   -0.411552   -0.414779 0.000678482
          14   -0.415358    -0.41482 0.000631282
          15   -0.416733   -0.414948 0.000601939
          16   -0.410174   -0.414649 0.000633944
          17   -0.413674   -0.414592 0.000599241
          18   -0.413271   -0.414518 0.000570427
          19   -0.413917   -0.414487 0.000541283
          20   -0.409475   -0.414236 0.000569279
