100	107.179	0
200	107.049	0.12953
300	106.986	0.0976383
400	107.103	0.135339
500	107.166	0.122507
600	107.179	0.100815
700	107.231	0.100037
800	107.2	0.0921197
900	107.169	0.0868695
1000	107.16	0.0782479
1100	107.156	0.070872
1200	107.158	0.0647288
1300	107.156	0.059587
1400	107.133	0.0598314
1500	107.132	0.0557003
1600	107.116	0.054555
1700	107.098	0.0542437
1800	107.103	0.0513105
1900	107.104	0.0485588
2000	107.119	0.0485165
2100	107.107	0.0478034
2200	107.111	0.0457692
2300	107.125	0.0458011
2400	107.122	0.0439266
2500	107.129	0.0426817
2600	107.125	0.041156
2700	107.141	0.0424134
2800	107.146	0.0412445
2900	107.163	0.0432556
3000	107.177	0.0439551
3100	107.179	0.0425679
3200	107.186	0.0418912
3300	107.166	0.0451975
3400	107.165	0.0438741
3500	107.162	0.0427191
3600	107.169	0.0420534
3700	107.172	0.0410316
3800	107.167	0.0401942
3900	107.169	0.0391942
4000	107.177	0.0389406
4100	107.177	0.0379865
4200	107.17	0.037881
4300	107.171	0.037
4400	107.177	0.0367494
4500	107.173	0.0361397
4600	107.163	0.0367431
4700	107.168	0.0362488
4800	107.157	0.0371492
4900	107.16	0.036527
5000	107.164	0.0359727
5100	107.166	0.0353668
5200	107.176	0.035985
5300	107.172	0.0354792
5400	107.179	0.0355188
5500	107.184	0.0351392
5600	107.187	0.0346629
5700	107.188	0.0340608
5800	107.191	0.0336399
5900	107.186	0.0334849
6000	107.191	0.0332952
6100	107.19	0.0327595
6200	107.188	0.0322919
6300	107.184	0.0320108
6400	107.191	0.0321498
6500	107.191	0.0316514
6600	107.191	0.0311698
6700	107.195	0.030964
6800	107.195	0.0305064
6900	107.198	0.0301623
7000	107.204	0.0304138
7100	107.203	0.0300151
7200	107.198	0.0299376
7300	107.193	0.0299437
7400	107.192	0.0295587
7500	107.192	0.0291627
7600	107.19	0.028809
7700	107.191	0.0284462
7800	107.191	0.0280824
7900	107.198	0.0285931
8000	107.196	0.0282797
8100	107.195	0.0279442
8200	107.19	0.0282119
8300	107.191	0.0279283
8400	107.192	0.0276051
8500	107.19	0.0273462
8600	107.184	0.0276223
8700	107.18	0.0276472
8800	107.177	0.0275612
8900	107.176	0.0272585
9000	107.174	0.027022
9100	107.171	0.0269192
9200	107.171	0.0266252
9300	107.173	0.026414
9400	107.175	0.0262268
9500	107.176	0.0259882
9600	107.176	0.0257261
9700	107.176	0.0254736
9800	107.18	0.0254877
9900	107.182	0.0252691
10000	107.18	0.0250544
