           1     1.68403     1.68403           0
           2      1.6689     1.67646  0.00534706
           3     1.64536      1.6661  0.00918421
           4      1.6479     1.66155  0.00793521
           5      1.6518      1.6596  0.00658332
           6     1.63968     1.65628  0.00626709
           7     1.66887     1.65808  0.00562385
           8     1.64914     1.65696  0.00503064
           9     1.67152     1.65858  0.00472479
          10     1.67771     1.66049  0.00462339
          11     1.66047     1.66049  0.00420309
          12     1.68784     1.66277  0.00442785
          13     1.66931     1.66327  0.00411576
          14     1.69581      1.6656  0.00442971
          15     1.67303     1.66609  0.00416201
          16     1.67128     1.66642  0.00391448
          17     1.66311     1.66622  0.00368904
          18     1.66415     1.66611  0.00348588
          19     1.66412       1.666  0.00330398
          20     1.67787      1.6666  0.00319167
