           1    -5.46348    -5.46348           0
           2    -5.44492     -5.4542  0.00656413
           3    -5.42171    -5.44337  0.00986496
           4    -5.42308     -5.4383  0.00860492
           5    -5.42712    -5.43606  0.00716834
           6    -5.41453    -5.43247  0.00681331
           7     -5.4448    -5.43423  0.00606331
           8    -5.42631    -5.43324  0.00538572
           9    -5.44836    -5.43492  0.00504228
          10    -5.45372     -5.4368  0.00487596
          11    -5.43539    -5.43667  0.00443437
          12    -5.46541    -5.43907  0.00466683
          13    -5.44601     -5.4396  0.00433829
          14    -5.47383    -5.44205   0.0046668
          15    -5.44987    -5.44257   0.0043847
          16    -5.44569    -5.44276  0.00411498
          17    -5.44222    -5.44273  0.00387305
          18    -5.44038     -5.4426  0.00366009
          19    -5.44102    -5.44252  0.00346839
          20    -5.45401    -5.44309  0.00334225
