1	3.14961	0
2	3.13278	0.0168241
3	3.14266	0.0138528
4	3.14104	0.00992758
5	3.14661	0.00949055
6	3.13477	0.0141497
7	3.14356	0.0148458
8	3.14142	0.0130348
9	3.14359	0.0116993
10	3.14778	0.0112699
11	3.14911	0.0102805
12	3.14479	0.0103286
13	3.14462	0.0095025
14	3.14748	0.00925199
15	3.14692	0.00863162
16	3.14969	0.00853624
17	3.15044	0.00805325
18	3.15059	0.00759417
19	3.14786	0.00768469
20	3.14523	0.00774968
21	3.14656	0.00749047
22	3.14836	0.00736525
23	3.14725	0.00712421
24	3.14641	0.00687244
25	3.14717	0.00663483
26	3.1468	0.00638514
27	3.14696	0.00614609
28	3.1472	0.00592766
29	3.14761	0.00573367
30	3.14791	0.00554756
31	3.14776	0.00536773
32	3.149	0.00534444
33	3.14864	0.00519292
34	3.14755	0.00515304
35	3.14816	0.00504052
36	3.1482	0.00489867
37	3.14729	0.00485036
38	3.14721	0.00472181
39	3.14542	0.00493331
40	3.14567	0.00481472
41	3.14599	0.0047068
42	3.14524	0.00465388
43	3.14698	0.00486451
44	3.1479	0.00484158
45	3.14744	0.0047553
46	3.14657	0.00473049
47	3.14673	0.00463134
48	3.14816	0.00475441
49	3.14721	0.0047529
50	3.1461	0.00478656
51	3.14618	0.00469249
52	3.14512	0.00472133
53	3.1444	0.00468701
54	3.14379	0.00464054
55	3.14314	0.00460073
56	3.14307	0.00451843
57	3.14325	0.00444198
58	3.14407	0.00444248
59	3.14459	0.00439709
60	3.14423	0.00433826
61	3.14347	0.00433325
62	3.14321	0.00427097
63	3.14231	0.00429821
64	3.14186	0.00425377
65	3.14146	0.00420674
66	3.14085	0.00418814
67	3.14029	0.0041626
68	3.13943	0.00419058
69	3.13925	0.00413326
70	3.13964	0.00409262
71	3.14029	0.0040858
72	3.14024	0.00402893
73	3.13986	0.00399149
74	3.13939	0.00396543
75	3.13935	0.00391243
76	3.1397	0.00387649
77	3.13952	0.00382971
78	3.13994	0.00380277
79	3.13941	0.00379041
80	3.13879	0.00379371
81	3.13879	0.00374659
82	3.13908	0.00371181
83	3.13854	0.00370576
84	3.139	0.00368954
85	3.13816	0.00373992
86	3.13869	0.0037332
87	3.13911	0.00371399
88	3.1392	0.00367277
89	3.13971	0.00366597
90	3.13931	0.0036464
91	3.13961	0.00361865
92	3.13993	0.00359319
93	3.13961	0.00356848
94	3.13962	0.00353032
95	3.13998	0.00351076
96	3.13959	0.00349547
97	3.13972	0.00346178
98	3.13987	0.00342932
99	3.13984	0.00339458
100	3.13974	0.00336215
