100	0.224174	0
200	0.247426	0.0232513
300	0.220501	0.030086
400	0.234576	0.0255086
500	0.232726	0.0198453
600	0.226811	0.0172494
700	0.224092	0.0148297
800	0.22567	0.0129395
900	0.225762	0.0114119
1000	0.227671	0.0103842
1100	0.230856	0.00991821
1200	0.232228	0.00915742
1300	0.232738	0.00843899
1400	0.232267	0.00782713
1500	0.231779	0.00730299
1600	0.234441	0.00733144
1700	0.232676	0.00710934
1800	0.233324	0.00673407
1900	0.233143	0.00637237
2000	0.233805	0.00608152
2100	0.233855	0.00578489
2200	0.232993	0.00558264
2300	0.232751	0.00533987
2400	0.233029	0.00512006
2500	0.233936	0.00499405
2600	0.232806	0.00492928
2700	0.23359	0.00480759
2800	0.232804	0.00469898
2900	0.232669	0.00453604
3000	0.233118	0.00440519
3100	0.233436	0.00427252
3200	0.233876	0.00416017
3300	0.234144	0.00404104
3400	0.233893	0.00392839
3500	0.232991	0.00391964
3600	0.232865	0.0038113
3700	0.233202	0.00372213
3800	0.233461	0.00363209
3900	0.233087	0.00355742
4000	0.232936	0.00347064
4100	0.232266	0.00345055
4200	0.232153	0.00336929
4300	0.231644	0.0033292
4400	0.231736	0.00325397
4500	0.231623	0.00318285
4600	0.231738	0.00311503
4700	0.231836	0.00304961
4800	0.23201	0.00299045
4900	0.232488	0.00296752
5000	0.232511	0.00290766
5100	0.232616	0.00285199
5200	0.232669	0.00279712
5300	0.232962	0.00275948
5400	0.233332	0.00273301
5500	0.233138	0.00268989
5600	0.233283	0.00264542
5700	0.233838	0.00265725
5800	0.233004	0.00274106
5900	0.232806	0.00270149
6000	0.233313	0.0027041
6100	0.23293	0.00268688
6200	0.233342	0.00267504
6300	0.233368	0.00263237
6400	0.232714	0.00267214
6500	0.232913	0.00263823
6600	0.232893	0.00259803
6700	0.233758	0.0027015
6800	0.233956	0.0026688
6900	0.234044	0.00263131
7000	0.233876	0.00259889
7100	0.233708	0.00256754
7200	0.233743	0.00253188
7300	0.233697	0.0024974
7400	0.23336	0.00248633
7500	0.233196	0.00245843
7600	0.233283	0.00242742
7700	0.232649	0.00247802
7800	0.232578	0.00244709
7900	0.232733	0.00242092
8000	0.233006	0.00240595
8100	0.23315	0.0023804
8200	0.233059	0.00235294
8300	0.232923	0.00232842
8400	0.23293	0.00230054
8500	0.232466	0.0023201
8600	0.232634	0.00229909
8700	0.2323	0.00229688
8800	0.231671	0.00235609
8900	0.231056	0.00240938
9000	0.231128	0.00238355
9100	0.230672	0.00240099
9200	0.230469	0.0023834
9300	0.230367	0.00235983
9400	0.23065	0.00235167
9500	0.230416	0.00233846
9600	0.229957	0.00235917
9700	0.229729	0.00234581
9800	0.229567	0.00232736
9900	0.229455	0.00230649
10000	0.230118	0.0023778
