           1       -0.44       -0.44           0
           2        -0.6       -0.52        0.08
           3        -0.6   -0.546667   0.0533333
           4       -0.68       -0.58   0.0503322
           5       -0.76      -0.616    0.053066
           6       -0.76       -0.64   0.0495311
           7       -0.84   -0.668571   0.0506824
           8       -0.84       -0.69   0.0488438
           9       -0.84   -0.706667    0.046188
          10       -0.84       -0.72   0.0434102
          11       -0.84   -0.730909   0.0407532
          12       -0.84       -0.74   0.0382971
          13       -0.84   -0.747692   0.0360582
          14       -0.84   -0.754286   0.0340283
          15       -0.84       -0.76   0.0321899
          16       -0.84      -0.765   0.0305232
          17       -0.84   -0.769412    0.029009
          18       -0.84   -0.773333   0.0276297
          19       -0.84   -0.776842   0.0263695
          20       -0.84       -0.78   0.0252149
          21       -0.84   -0.782857   0.0241537
          22       -0.84   -0.785455   0.0231757
          23       -0.84   -0.787826   0.0222717
          24       -0.84       -0.79   0.0214341
          25       -0.84      -0.792   0.0206559
          26       -0.84   -0.793846   0.0199312
          27       -0.84   -0.795556   0.0192549
          28       -0.84   -0.797143   0.0186222
          29       -0.92   -0.801379   0.0184613
          30       -0.92   -0.805333   0.0182683
          31       -0.92   -0.809032   0.0180522
          32       -0.92     -0.8125   0.0178197
          33       -0.92   -0.815758   0.0175758
          34       -0.92   -0.818824   0.0173244
          35       -0.92   -0.821714   0.0170687
          36       -0.92   -0.824444    0.016811
          37       -0.92   -0.827027   0.0165531
          38       -0.92   -0.829474   0.0162963
          39       -0.92   -0.831795   0.0160417
          40       -0.92      -0.834   0.0157903
          41       -0.92   -0.836098   0.0155425
          42       -0.84    -0.83619   0.0151682
          43       -0.92    -0.83814    0.014939
          44       -0.92       -0.84   0.0147136
          45       -0.92   -0.841778   0.0144924
          46       -0.92   -0.843478   0.0142755
          47       -0.92   -0.845106    0.014063
          48       -0.92   -0.846667    0.013855
          49       -0.92   -0.848163   0.0136516
          50       -0.92     -0.8496   0.0134527
          51       -0.92    -0.85098   0.0132584
          52       -0.92   -0.852308   0.0130685
          53       -0.92   -0.853585    0.012883
          54       -0.92   -0.854815   0.0127019
          55       -0.92      -0.856    0.012525
          56       -0.92   -0.857143   0.0123523
          57       -0.92   -0.858246   0.0121836
          58       -0.92    -0.85931    0.012019
          59       -0.92   -0.860339   0.0118582
          60       -0.92   -0.861333   0.0117012
          61       -0.92   -0.862295   0.0115479
          62       -0.92   -0.863226   0.0113982
          63       -0.92   -0.864127    0.011252
          64       -0.92      -0.865   0.0111091
          65       -0.92   -0.865846   0.0109696
          66       -0.92   -0.866667   0.0108332
          67       -0.92   -0.867463   0.0106999
