           3    0.100194   0.0993562 0.000494192
        2.95    0.103519    0.103107   0.0005173
         2.9     0.10399    0.105032 0.000514611
        2.85    0.105917    0.109547 0.000497629
         2.8    0.116444    0.111941 0.000448906
        2.75    0.114871    0.115494  0.00056939
         2.7    0.123142    0.119351 0.000544254
        2.65    0.124081    0.124623 0.000619288
         2.6    0.128261    0.126832 0.000501888
        2.55    0.142485    0.132166 0.000627908
         2.5    0.138647    0.136417 0.000687527
        2.45    0.134503    0.141094 0.000666172
         2.4    0.141486    0.146172 0.000682982
        2.35     0.15223    0.152461 0.000649071
         2.3    0.132832    0.156132 0.000792991
        2.25    0.157006    0.162083 0.000745896
         2.2    0.173053    0.168822 0.000787202
        2.15    0.165747    0.175907 0.000743911
         2.1    0.191991     0.18167 0.000893488
        2.05    0.179483    0.188678 0.000905852
           2     0.19008    0.193459  0.00106833
        1.95    0.182977    0.202746  0.00109224
         1.9    0.205764    0.211239 0.000925915
        1.85    0.226091    0.222313  0.00109349
         1.8    0.234537    0.229135  0.00120246
        1.75    0.229457    0.237794  0.00117631
         1.7    0.250566    0.248667  0.00142205
        1.65    0.261409    0.257534   0.0013046
         1.6    0.249425    0.269349  0.00132153
        1.55    0.289422    0.283344  0.00150169
         1.5    0.313694    0.292636  0.00145543
        1.45    0.292014    0.302441  0.00151254
         1.4    0.306894    0.315581  0.00202673
        1.35    0.315585    0.331271  0.00211489
         1.3    0.357794    0.339703  0.00217297
        1.25    0.384957    0.356421  0.00239715
         1.2    0.396151    0.368986  0.00225026
        1.15    0.427983    0.386023   0.0030651
         1.1    0.391889    0.391982  0.00276716
        1.05    0.400775    0.405923  0.00300873
           1     0.38478    0.418398  0.00374134
        0.95    0.418384    0.427362  0.00397935
         0.9    0.474229    0.441557   0.0051184
        0.85    0.404057       0.427  0.00526706
         0.8    0.331352    0.428386  0.00528974
        0.75    0.449285    0.419654   0.0071933
         0.7     0.44411    0.401006  0.00728398
        0.65     0.42819    0.393957  0.00869332
         0.6    0.360333    0.382801  0.00833608
        0.55    0.212627    0.325868   0.0111064
         0.5    0.216392    0.272953    0.014416
