           1       -0.04       -0.04           0
           2       -0.28       -0.16        0.12
           3       -0.44   -0.253333    0.116237
           4       -0.36       -0.28   0.0864099
           5        -0.2      -0.264   0.0688186
           6       -0.28   -0.266667   0.0562534
           7       -0.36       -0.28   0.0493771
           8       -0.36       -0.29   0.0439155
           9       -0.44   -0.306667   0.0421637
          10       -0.28      -0.304   0.0378065
          11       -0.36   -0.309091   0.0345742
          12       -0.44       -0.32   0.0333939
          13        -0.6   -0.341538   0.0375166
          14       -0.52   -0.354286   0.0369989
          15       -0.12   -0.338667     0.03782
          16       -0.28      -0.335   0.0355668
          17       -0.28   -0.331765   0.0335655
          18       -0.44   -0.337778   0.0322121
          19       -0.36   -0.338947    0.030492
          20       -0.28      -0.336    0.029077
          21       -0.44   -0.340952   0.0280977
          22       -0.44   -0.345455   0.0271657
          23       -0.28   -0.342609   0.0261133
          24        -0.2   -0.336667    0.025698
          25        -0.2     -0.3312   0.0252476
          26        -0.2   -0.326154   0.0247764
          27       -0.36   -0.327407    0.023874
          28       -0.28   -0.325714   0.0230678
          29       -0.36   -0.326897   0.0222895
          30       -0.28   -0.325333   0.0215904
          31        -0.2    -0.32129   0.0212701
          32        -0.2     -0.3175   0.0209406
          33        -0.2   -0.313939   0.0206061
          34       -0.04   -0.305882   0.0215534
          35        0.04      -0.296   0.0231444
          36       -0.12   -0.291111   0.0230175
          37       -0.44   -0.295135   0.0227456
          38       -0.28   -0.294737   0.0221425
          39       -0.52   -0.300513   0.0223273
          40       -0.28        -0.3    0.021768
          41        -0.2   -0.297561   0.0213701
          42       -0.52   -0.302857    0.021517
          43       -0.44   -0.306047   0.0212514
          44       -0.44   -0.309091   0.0209848
          45        -0.2   -0.306667   0.0206559
          46       -0.44   -0.309565   0.0204088
          47        -0.2   -0.307234   0.0201054
          48       -0.04   -0.301667   0.0204544
          49       -0.28   -0.301224   0.0200374
          50       -0.52     -0.3056   0.0201143
          51       -0.44   -0.308235   0.0198913
          52        -0.2   -0.306154   0.0196158
          53       -0.04   -0.301132   0.0198866
          54       -0.04   -0.296296   0.0201051
          55       -0.44   -0.298909   0.0199083
          56       -0.36        -0.3     0.01958
          57       -0.28   -0.299649   0.0192366
          58       -0.44   -0.302069   0.0190563
          59        -0.2   -0.300339   0.0188103
          60       -0.44   -0.302667     0.01864
          61       -0.44   -0.304918   0.0184696
          62       -0.44   -0.307097   0.0182994
          63       -0.52   -0.310476    0.018321
          64       -0.36    -0.31125   0.0180491
          65       -0.44   -0.313231   0.0178793
          66        -0.2   -0.311515   0.0176897
          67       -0.36   -0.312239   0.0174387
          68       -0.28   -0.311765   0.0171869
          69        -0.2   -0.310145   0.0170132
          70        -0.2   -0.308571   0.0168421
          71       -0.36   -0.309296    0.016619
          72       -0.28   -0.308889   0.0163916
          73       -0.36   -0.309589   0.0161806
          74       -0.36    -0.31027    0.015975
          75       -0.28   -0.309867   0.0157657
          76       -0.12   -0.307368   0.0157562
          77        -0.2   -0.305974   0.0156126
          78       -0.36   -0.306667   0.0154267
          79       -0.28   -0.306329    0.015234
          80       -0.12      -0.304   0.0152216
          81       -0.36   -0.304691   0.0150484
          82       -0.44   -0.306341    0.014955
          83       -0.36   -0.306988   0.0147879
          84        -0.2   -0.305714   0.0146662
          85        -0.2   -0.304471   0.0145459
          86        -0.6   -0.307907   0.0147808
          87       -0.52   -0.310345   0.0148119
          88       -0.36   -0.310909   0.0146535
          89       -0.36   -0.311461   0.0144984
          90       -0.12   -0.309333   0.0144934
          91       -0.44   -0.310769   0.0144049
          92       -0.44   -0.312174   0.0143166
          93       -0.36   -0.312688   0.0141711
          94       -0.28    -0.31234   0.0140239
          95        -0.6   -0.315368    0.014202
          96       -0.36   -0.315833    0.014061
          97       -0.52   -0.317938   0.0140736
          98       -0.36   -0.318367   0.0139358
          99       -0.36   -0.318788   0.0138008
         100       -0.52     -0.3208   0.0138094
         101       -0.52   -0.322772   0.0138136
         102       -0.52   -0.324706   0.0138135
         103       -0.44   -0.325825   0.0137244
         104       -0.28   -0.325385   0.0135989
         105       -0.36   -0.325714   0.0134728
         106        -0.6   -0.328302   0.0135937
         107        -0.6   -0.330841   0.0137034
         108       -0.52   -0.332593   0.0136884
         109       -0.52   -0.334312   0.0136708
         110        -0.6   -0.336727   0.0137596
         111       -0.28   -0.336216   0.0136446
         112       -0.44   -0.337143    0.013554
         113       -0.44   -0.338053   0.0134643
         114       -0.28   -0.337544   0.0133554
         115       -0.36   -0.337739   0.0132402
         116       -0.44   -0.338621   0.0131551
         117       -0.36   -0.338803   0.0130435
         118       -0.36   -0.338983   0.0129337
         119       -0.28   -0.338487   0.0128341
         120       -0.52       -0.34   0.0128163
         121       -0.44   -0.340826   0.0127368
         122        0.04   -0.337705   0.0130119
         123       -0.52   -0.339187   0.0129905
         124       -0.28    -0.33871   0.0128942
         125       -0.28    -0.33824   0.0127992
         126       -0.28   -0.337778   0.0127056
         127       -0.44   -0.338583   0.0126309
         128       -0.28   -0.338125   0.0125402
         129       -0.12   -0.336434   0.0125569
         130       -0.12   -0.334769   0.0125707
         131       -0.12    -0.33313   0.0125817
         132        -0.2   -0.332121   0.0125266
         133       -0.36   -0.332331   0.0124339
         134       -0.28    -0.33194   0.0123469
         135       -0.44   -0.332741   0.0122812
         136       -0.28   -0.332353   0.0121968
         137       -0.28   -0.331971   0.0121134
         138        -0.2   -0.331014   0.0120633
         139       -0.28   -0.330647   0.0119818
         140       -0.28   -0.330286   0.0119014
         141       -0.36   -0.330496   0.0118186
         142       -0.36   -0.330704   0.0117369
         143       -0.04   -0.328671   0.0118305
         144       -0.28   -0.328333   0.0117529
         145       -0.52   -0.329655   0.0117462
         146       -0.36   -0.329863   0.0116673
         147       -0.28   -0.329524   0.0115926
         148       -0.52   -0.330811   0.0115858
         149       -0.12   -0.329396   0.0115944
         150       -0.44   -0.330133   0.0115404
         151       -0.36   -0.330331   0.0114654
         152       -0.44   -0.331053   0.0114126
         153       -0.28   -0.330719   0.0113427
         154        -0.2    -0.32987   0.0113007
         155       -0.28   -0.329548   0.0112322
         156       -0.44   -0.330256   0.0111824
         157       -0.44   -0.330955   0.0111329
         158       -0.52   -0.332152   0.0111267
         159       -0.36   -0.332327   0.0110579
