                 0                 0                 0
        0.00512993                 0                 0
         0.0102599                 0                 0
         0.0153898                 0                 0
         0.0205197                 0                 0
         0.0256496                 0                 0
         0.0307796                 0                 0
         0.0359095                 0                 0
         0.0410394                 0                 0
         0.0461694                 0                 0
         0.0512993                 0                 0
         0.0564292                 0                 0
         0.0615591                 0                 0
         0.0666891                 0                 0
          0.071819                 0                 0
         0.0769489                 0                 0
         0.0820788                 0                 0
         0.0872088                 0                 0
         0.0923387                 0                 0
         0.0974686                 0                 0
          0.102599                 0                 0
          0.107728                 0                 0
          0.112858                 0                 0
          0.117988                 0                 0
          0.123118                 0                 0
          0.128248                 0                 0
          0.133378                 0                 0
          0.138508                 0                 0
          0.143638                 0                 0
          0.148768                 0                 0
          0.153898                 0                 0
          0.159028                 0                 0
          0.164158                 0                 0
          0.169288                 0                 0
          0.174418                 0                 0
          0.179547                 0                 0
          0.184677                 0                 0
          0.189807                 0                 0
          0.194937                 0                 0
          0.200067                 0                 0
          0.205197                 0                 0
          0.210327                 0                 0
          0.215457                 0                 0
          0.220587                 0                 0
          0.225717                 0                 0
          0.230847                 0                 0
          0.235977                 0                 0
          0.241107                 0                 0
          0.246237                 0                 0
          0.251366                 0                 0
          0.256496                 0                 0
          0.261626                 0                 0
          0.266756                 0                 0
          0.271886                 0                 0
          0.277016                 0                 0
          0.282146                 0                 0
          0.287276                 0                 0
          0.292406                 0                 0
          0.297536                 0                 0
          0.302666                 0                 0
          0.307796                 0                 0
          0.312926                 0                 0
          0.318056                 0                 0
          0.323185                 0                 0
          0.328315                 0                 0
          0.333445                 0                 0
          0.338575                 0                 0
          0.343705                 0                 0
          0.348835                 0                 0
          0.353965                 0                 0
          0.359095                 0                 0
          0.364225                 0                 0
          0.369355                 0                 0
          0.374485                 0                 0
          0.379615                 0                 0
          0.384745                 0                 0
          0.389875                 0                 0
          0.395004                 0                 0
          0.400134                 0                 0
          0.405264                 0                 0
          0.410394                 0                 0
          0.415524                 0                 0
          0.420654                 0                 0
          0.425784                 0                 0
          0.430914                 0                 0
          0.436044                 0                 0
          0.441174                 0                 0
          0.446304                 0                 0
          0.451434                 0                 0
          0.456564                 0                 0
          0.461694                 0                 0
          0.466823                 0                 0
          0.471953                 0                 0
          0.477083                 0                 0
          0.482213                 0                 0
          0.487343                 0                 0
          0.492473                 0                 0
          0.497603                 0                 0
          0.502733                 0                 0
          0.507863                 0                 0
          0.512993                 0                 0
          0.518123                 0                 0
          0.523253                 0                 0
          0.528383                 0                 0
          0.533512                 0                 0
          0.538642                 0                 0
          0.543772                 0                 0
          0.548902                 0                 0
          0.554032                 0                 0
          0.559162                 0                 0
          0.564292                 0                 0
          0.569422                 0                 0
          0.574552                 0                 0
          0.579682                 0                 0
          0.584812                 0                 0
          0.589942                 0                 0
          0.595072                 0                 0
          0.600202                 0                 0
          0.605331                 0                 0
          0.610461                 0                 0
          0.615591                 0                 0
          0.620721                 0                 0
          0.625851                 0                 0
          0.630981                 0                 0
          0.636111                 0                 0
          0.641241                 0                 0
          0.646371                 0                 0
          0.651501                 0                 0
          0.656631                 0                 0
          0.661761                 0                 0
          0.666891                 0                 0
          0.672021                 0                 0
           0.67715                 0                 0
           0.68228                 0                 0
           0.68741                 0                 0
           0.69254                 0                 0
           0.69767                 0                 0
            0.7028                 0                 0
           0.70793                 0                 0
           0.71306                 0                 0
           0.71819                 0                 0
           0.72332                 0                 0
           0.72845                 0                 0
           0.73358                 0                 0
           0.73871                 0                 0
           0.74384                 0                 0
          0.748969                 0                 0
          0.754099                 0                 0
          0.759229                 0                 0
          0.764359                 0                 0
          0.769489                 0                 0
          0.774619                 0                 0
          0.779749                 0                 0
          0.784879                 0                 0
          0.790009                 0                 0
          0.795139                 0                 0
          0.800269                 0                 0
          0.805399                 0                 0
          0.810529                 0                 0
          0.815659                 0                 0
          0.820788                 0                 0
          0.825918                 0                 0
          0.831048                 0                 0
          0.836178                 0                 0
          0.841308                 0                 0
          0.846438                 0                 0
          0.851568                 0                 0
          0.856698                 0                 0
          0.861828                 0                 0
          0.866958       8.31132e-05       4.52901e-05
          0.872088       9.38756e-05       3.05997e-05
          0.877218       0.000220362        5.7932e-05
          0.882348       0.000791011       0.000123975
          0.887478        0.00143918       0.000200982
          0.892607        0.00364086       0.000215996
          0.897737        0.00666736       0.000435446
          0.902867         0.0130198       0.000600461
          0.907997         0.0200411       0.000665756
          0.913127         0.0340029       0.000719246
          0.918257          0.051274        0.00132584
          0.923387         0.0747681        0.00167991
          0.928517          0.111929        0.00191493
          0.933647          0.156314        0.00174469
          0.938777           0.21237        0.00272221
          0.943907          0.276735        0.00299057
          0.949037          0.357072        0.00454756
          0.954167          0.449865        0.00408408
          0.959297          0.555064        0.00399049
          0.964426          0.668446        0.00506537
          0.969556          0.791703        0.00646138
          0.974686           0.92365        0.00589279
          0.979816           1.06625        0.00603215
          0.984946           1.20362         0.0065492
          0.990076           1.34567         0.0068115
          0.995206           1.47064        0.00635634
           1.00034           1.60858        0.00607826
           1.00547           1.74787        0.00783979
            1.0106           1.86942        0.00625947
           1.01573           1.99226        0.00687315
           1.02086           2.08621        0.00820324
           1.02599           2.17796        0.00794213
           1.03112           2.27541        0.00743272
           1.03625           2.35937        0.00632275
           1.04138           2.41961        0.00577341
           1.04651           2.46968        0.00794188
           1.05164            2.5146        0.00676879
           1.05677           2.53768        0.00485519
            1.0619           2.55869        0.00812118
           1.06702           2.56364        0.00592969
           1.07215           2.57984        0.00528349
           1.07728           2.59095        0.00571645
           1.08241           2.56294        0.00846232
           1.08754           2.56363         0.0069657
           1.09267           2.53134        0.00691168
            1.0978           2.50816        0.00580168
           1.10293           2.48398        0.00646007
           1.10806           2.45575        0.00674887
           1.11319           2.40405        0.00648315
           1.11832           2.37166        0.00536296
           1.12345           2.32837        0.00632918
           1.12858           2.28392        0.00623722
           1.13371           2.25223        0.00664466
           1.13884           2.19601        0.00630516
           1.14397           2.15417        0.00737216
            1.1491           2.11073        0.00585108
           1.15423           2.06501        0.00563265
           1.15936            2.0134        0.00483576
           1.16449           1.96596        0.00532961
           1.16962           1.92547        0.00619073
           1.17475           1.88489        0.00515863
           1.17988           1.83692        0.00518879
           1.18501           1.79712        0.00565215
           1.19014            1.7439        0.00593966
           1.19527           1.71044        0.00549551
            1.2004           1.67348         0.0048492
           1.20553           1.63464        0.00473603
           1.21066           1.58915        0.00495475
           1.21579            1.5626        0.00514018
           1.22092           1.51341        0.00568048
           1.22605           1.48273        0.00327114
           1.23118           1.45334        0.00515964
           1.23631           1.41315        0.00538691
           1.24144           1.38917        0.00505523
           1.24657            1.3515        0.00276337
            1.2517           1.32563        0.00392775
           1.25683            1.2983        0.00428073
           1.26196           1.26568        0.00465937
           1.26709           1.24009        0.00486617
           1.27222           1.21377        0.00391441
           1.27735           1.19197        0.00469716
           1.28248           1.16573        0.00442782
           1.28761           1.14322        0.00361667
           1.29274           1.12509        0.00425198
           1.29787           1.09451        0.00470734
             1.303           1.08308        0.00471325
           1.30813            1.0573        0.00446559
           1.31326           1.04025        0.00393422
           1.31839           1.01817        0.00358687
           1.32352           1.00424        0.00272396
           1.32865          0.984671        0.00396705
           1.33378          0.966811        0.00372226
           1.33891          0.953245        0.00307697
           1.34404          0.939649        0.00421484
           1.34917           0.92353        0.00313739
            1.3543          0.910728        0.00353191
           1.35943          0.896109        0.00322641
           1.36456          0.884565        0.00296407
           1.36969          0.875184        0.00301603
           1.37482           0.85655        0.00323373
           1.37995          0.848692         0.0026922
           1.38508          0.836676        0.00228271
           1.39021          0.824036        0.00204304
           1.39534          0.816671        0.00229076
           1.40047          0.800979        0.00256278
            1.4056          0.794945        0.00383557
           1.41073          0.789086        0.00215908
           1.41586          0.777459         0.0026079
           1.42099          0.770169        0.00251298
           1.42612          0.767194        0.00209391
           1.43125           0.76047         0.0028212
           1.43638          0.751745        0.00214281
           1.44151          0.741037        0.00242495
           1.44664          0.736317         0.0025732
           1.45177          0.732486        0.00271348
            1.4569          0.729267        0.00278392
           1.46203          0.722142        0.00252652
           1.46716           0.71334        0.00280016
           1.47229          0.710607        0.00268085
           1.47742          0.708529        0.00264193
           1.48255           0.70094        0.00301702
           1.48768          0.698916        0.00262972
           1.49281          0.694703        0.00286645
           1.49794          0.689259         0.0030542
           1.50307          0.689445        0.00324351
            1.5082          0.685648         0.0027296
           1.51333          0.685305        0.00238461
