           0    0.704423   0.0101595
           1     1.00645   0.0133399
           2     1.07823   0.0141265
           3     1.19769   0.0143296
           4     1.19769   0.0143296
           5     1.23497   0.0134901
           6     1.50181   0.0172515
           7      1.3408   0.0165141
           8     1.09784   0.0143085
           9     1.40798   0.0150555
          10     1.40798   0.0150555
          11     1.79525   0.0182154
          12     1.43439   0.0170329
          13     1.12455   0.0130474
          14     1.02989   0.0135274
          15    0.957338   0.0120267
          16    0.760775   0.0132318
          17    0.685839   0.0113484
          18    0.875022   0.0116511
          19    0.950579   0.0120516
          20    0.970336   0.0115951
          21     1.14257   0.0144219
          22     1.23771   0.0130492
          23     1.35059   0.0146718
          24     1.10699   0.0122624
          25    0.962282   0.0122901
          26    0.962282   0.0122901
          27     1.18208   0.0130493
          28     1.09504   0.0133822
          29      1.0216    0.011664
          30     1.16189   0.0145313
          31     1.20918   0.0148644
          32     1.53636   0.0164946
          33     1.74141   0.0174993
          34     1.91211   0.0215359
          35     1.91211   0.0215359
          36     2.23634   0.0204522
          37     2.04348   0.0188637
          38     1.78872    0.016983
          39     1.40278   0.0184995
          40     1.52644   0.0164575
          41     1.52644   0.0164575
          42     1.52644   0.0164575
          43     1.24602   0.0154629
          44     1.18531   0.0161307
          45     1.05874   0.0165461
          46     1.09118   0.0153298
          47    0.898412   0.0141524
          48    0.618404   0.0107366
          49    0.578626   0.0100089
          50    0.515911   0.0106062
          51    0.460819   0.0101232
          52     0.39337   0.0101673
          53    0.335071  0.00787397
          54    0.376629   0.0096302
          55    0.326067  0.00787879
          56    0.170395  0.00721054
          57    0.206465  0.00723803
          58    0.206465  0.00723803
          59    0.311721  0.00824257
          60    0.382792   0.0077363
          61    0.666948  0.00836283
          62    0.671922  0.00840918
          63    0.556781  0.00689275
          64    0.686176  0.00844997
          65    0.381351  0.00733046
          66    0.415789  0.00654933
          67    0.531479  0.00715722
          68    0.550582  0.00732402
          69    0.475318  0.00687005
          70    0.612946   0.0078408
          71    0.291351  0.00585599
          72     0.27674  0.00585322
          73    0.199644  0.00491124
          74    0.199644  0.00491124
          75   0.0863778  0.00380689
          76    0.200727  0.00391637
          77   0.0629991  0.00274739
          78   -0.004015   0.0033625
          79    -0.11227  0.00360911
          80   0.0585322  0.00436366
          81  -0.0539625   0.0030755
          82   -0.167291  0.00248082
          83   -0.172271  0.00279952
          84   -0.182659  0.00317707
          85   -0.324573  0.00207515
          86   -0.297246   0.0020559
          87   -0.336606  0.00134484
          88   -0.303543  0.00200927
          89    -0.26675  0.00147893
          90   -0.286853  0.00177069
          91   -0.286853  0.00177069
          92   -0.224968  0.00176001
          93    -0.15742  0.00160595
          94   -0.178518  0.00162447
          95   -0.210299  0.00174877
          96   -0.307191  0.00163001
          97   -0.238411  0.00162881
          98   -0.263305  0.00181682
          99   -0.302252  0.00139768
         100   -0.367716  0.00120095
         101   -0.345388  0.00137626
         102    -0.37451  0.00151681
         103   -0.368071  0.00117453
         104   -0.416937  0.00118355
         105   -0.422833  0.00111239
         106     -0.4214  0.00118537
         107   -0.432642  0.00106828
         108   -0.411467  0.00130353
         109   -0.429143  0.00113292
         110   -0.402593  0.00107543
         111   -0.402593  0.00107543
         112   -0.369378  0.00129149
         113   -0.324828  0.00152724
         114   -0.333499  0.00187947
         115   -0.383465  0.00118611
         116   -0.320354  0.00179525
         117   -0.310629  0.00195141
         118   -0.265916  0.00231256
         119   -0.171012   0.0026951
         120  -0.0747503  0.00350034
         121   -0.122388  0.00309803
         122   -0.189141  0.00294919
         123   -0.286737  0.00210636
         124   -0.355873  0.00182257
         125    -0.39748  0.00162079
         126   -0.433736 0.000921271
         127   -0.438119 0.000898301
         128   -0.443106 0.000923288
         129   -0.443933 0.000878775
         130   -0.440984  0.00088892
         131   -0.407586  0.00124599
         132   -0.436359 0.000882792
         133   -0.416885  0.00151016
         134   -0.423691  0.00120391
         135   -0.441481 0.000827322
         136   -0.441931 0.000928036
         137   -0.433778 0.000999864
         138   -0.424762  0.00110204
         139    -0.40172  0.00117223
         140   -0.367733  0.00141553
         141   -0.348683   0.0013976
         142   -0.363253  0.00129681
         143    -0.38472  0.00129523
         144    -0.39637  0.00164847
         145   -0.419041  0.00131903
         146   -0.354729  0.00192036
         147   -0.358978  0.00190631
         148   -0.392943    0.001234
         149   -0.374605  0.00138927
         150   -0.402394  0.00131538
         151   -0.391814  0.00119402
         152   -0.364638  0.00190117
         153   -0.382523  0.00144967
         154   -0.369912  0.00114787
         155    -0.40347  0.00107333
         156   -0.354199  0.00131655
         157   -0.372168  0.00143294
         158   -0.329254  0.00193876
         159   -0.303739  0.00196184
         160   -0.335435  0.00167243
         161   -0.303349  0.00161713
         162   -0.225748  0.00242761
         163   -0.229448  0.00247878
         164    -0.18853  0.00212804
         165   -0.108652  0.00343059
