           1   0.0497306   0.0497306           0
           2   0.0521866   0.0509586 0.000868313
           3   0.0527359   0.0515511 0.000754369
           4   0.0501028    0.051189 0.000646852
           5   0.0461605   0.0501833  0.00103775
           6   0.0485034   0.0499033 0.000901775
           7   0.0473424   0.0495375 0.000843901
           8   0.0500911   0.0496067 0.000741245
           9   0.0500634   0.0496574  0.00066062
          10   0.0486423   0.0495559 0.000602306
          11   0.0465248   0.0492804 0.000607322
          12   0.0435772   0.0488051 0.000719013
          13   0.0454165   0.0485444 0.000709382
          14   0.0494197   0.0486069 0.000661461
          15   0.0498953   0.0486928 0.000622915
          16   0.0497471   0.0487587 0.000587458
          17   0.0529975   0.0490081   0.0006035
          18   0.0470186   0.0488975 0.000580005
          19   0.0517681   0.0490486 0.000568815
          20   0.0489522   0.0490438 0.000540395
